accommodates,bathrooms,bedrooms,beds,cleaning_fee,host_response_rate,room_type_Entire home/apt,room_type_Private room,instant_bookable_t,"""Air conditioning""","""Coffee maker""","""Cooking basics""","""Family/kid friendly""","""Free parking on premises""","""Hot water""","""Private entrance""","""Self Check-In""","""Wireless Internet""",Kitchen,longitude,latitude,"""Hair dryer""","""Laptop friendly workspace""",log_price,Iron,Shampoo,Hangers,Dryer,Washer,"""First aid kit""",Essentials,"""Smoke detector""",TV,review_scores_rating
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,0,-118.46963005034613,34.053555949483616,1,1,0.0,1,1,1,1,1,1,1,1,1,93.0
2,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-73.94520380225282,40.83525317296725,1,0,0.0,1,0,1,1,1,0,1,0,0,93.0
2,1.0,1.0,1.0,1,100,0,1,1,1,0,0,1,1,0,0,1,1,1,-118.73687498735816,34.14151026827328,0,1,0.0,1,1,1,1,1,1,1,1,0,100.0
10,2.0,4.0,5.0,1,91,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.41646144010232,34.16933716267132,0,1,0.0,1,0,1,1,1,1,1,1,1,100.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,1,0,0,0,0,1,1,1,-73.93638769019445,40.84114325991292,1,1,0.0,1,1,1,1,1,1,1,1,0,100.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-74.00330375093003,40.75012650792314,1,0,0.0,1,0,0,1,0,0,1,1,1,96.0
6,3.0,3.0,3.0,1,93,1,0,0,1,1,1,1,0,1,1,0,1,1,-122.41190680911151,37.79632489762685,1,0,0.0,1,1,1,1,1,0,1,1,1,98.0
2,2.0,1.0,1.0,1,100,0,1,1,0,0,0,0,0,0,0,0,1,1,-122.43148367265492,37.796964556738025,1,0,0.0,1,0,1,1,1,1,1,1,0,80.0
1,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.95817035031789,40.71848201999735,0,1,0.0,0,0,0,1,1,1,1,1,1,93.0
10,1.0,3.0,3.0,0,100,1,0,0,1,0,0,1,1,0,1,1,1,1,-87.70085002182705,41.89801249535679,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
3,1.0,1.0,1.0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,-71.03865606283041,42.33224719358164,0,1,0.0,0,1,1,1,1,0,1,1,1,100.0
2,1.5,1.0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-118.49770406674708,34.02870895550573,0,0,0.0,0,1,0,1,1,0,1,1,1,100.0
4,1.0,2.0,2.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,-73.9394679069927,40.724042156773294,0,0,0.0,0,0,0,0,0,0,1,0,0,97.0
6,2.0,3.0,3.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.3557249479413,34.08250789461434,1,1,0.0,1,1,1,1,1,1,1,1,1,95.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,1,0,0,1,1,1,-118.3902621443822,34.075312320662235,1,1,0.0,1,1,1,1,1,0,1,1,1,99.0
1,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-73.96011193098991,40.800551120351365,1,1,0.0,1,1,1,0,1,0,1,1,1,100.0
7,2.0,2.0,3.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.34866802569564,34.104595974456394,1,1,0.0,1,1,1,1,1,0,1,1,1,97.0
1,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.92332070272593,40.70509921474606,1,0,0.0,1,1,1,1,1,0,1,1,0,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.34426815343326,34.10242530916006,1,1,0.0,0,1,1,1,1,1,1,1,1,100.0
3,1.0,0.0,2.0,1,90,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.95381599489471,40.76659134759269,1,1,0.0,0,1,1,1,1,0,1,1,1,90.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,0,1,1,0,0,0,1,1,-118.17414042651446,34.12054110176196,0,0,0.0,0,1,0,1,1,1,1,1,1,96.0
6,1.0,2.0,3.0,1,100,1,0,1,0,0,0,1,0,0,0,1,1,1,-118.46591793800704,33.99664479203358,1,1,0.0,1,1,1,1,1,1,1,1,1,93.0
4,1.0,2.0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,-71.10593528533563,42.306396022523614,1,0,0.0,1,0,0,1,1,0,0,1,0,80.0
10,3.0,3.0,4.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.29336331715643,34.11143999332162,1,1,0.0,1,1,1,1,1,0,1,1,1,96.0
2,1.0,1.0,1.0,1,100,0,1,0,0,0,0,1,1,0,0,0,1,1,-118.25890356362224,34.08978101553457,0,0,0.0,0,1,0,0,0,0,1,1,1,99.0
1,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93406216025828,40.666735924947226,0,1,0.0,1,0,1,0,0,0,1,1,0,100.0
2,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-122.41445690982808,37.78785931353308,0,1,0.0,0,1,0,1,1,0,1,1,1,90.0
5,1.0,1.0,4.0,1,100,1,0,1,1,0,0,1,0,0,0,1,1,1,-118.40016943731202,34.18137270826076,0,0,0.0,0,0,1,0,0,1,1,0,1,96.0
2,1.0,1.0,1.0,0,100,0,1,0,0,0,0,1,1,0,0,1,1,1,-122.4563677461744,37.72398069150185,1,1,0.0,1,1,1,1,1,1,1,1,1,99.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,1,0,0,1,1,-73.99155326050982,40.76660591787089,0,0,0.0,0,0,1,1,1,0,1,1,0,87.0
2,1.0,1.0,1.0,0,100,1,0,0,1,1,1,1,0,1,1,0,1,1,-73.96686725228818,40.69281895845889,1,1,0.0,1,1,1,0,0,0,1,1,1,97.0
4,1.0,1.0,2.0,1,90,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.98255101947,40.72323619529421,1,1,0.0,0,0,1,1,1,0,1,0,1,100.0
2,1.0,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.95291467067626,40.713323884541786,0,0,0.0,0,1,0,1,1,0,1,1,1,100.0
4,1.0,1.0,2.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-77.02955621943154,38.9117946725432,1,1,0.0,1,1,1,1,1,0,1,1,0,100.0
2,1.0,1.0,1.0,0,100,0,1,1,0,0,0,1,0,0,0,0,1,1,-73.76114991488494,40.692546417465046,1,0,0.0,1,0,1,0,0,0,1,1,1,86.0
2,1.0,1.0,1.0,1,100,1,0,0,0,0,0,1,0,0,1,1,1,1,-122.46608251212176,37.73854112903923,1,0,0.0,1,0,0,0,0,1,1,1,1,96.0
2,1.5,1.0,1.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,-73.93809066488046,40.84545084204853,0,0,0.0,0,0,1,1,1,0,1,1,1,100.0
6,1.0,2.0,3.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.94243664354441,40.70850645263143,1,1,0.0,1,1,1,1,1,0,1,1,1,95.0
3,1.0,1.0,2.0,1,97,0,1,0,1,0,0,1,0,0,0,1,1,0,-73.87169966457401,40.76508785179278,1,1,0.0,1,1,1,0,0,1,1,1,1,93.0
4,1.0,1.0,2.0,0,100,1,0,0,0,0,0,1,0,0,0,0,1,1,-73.94717737514836,40.682640260749615,1,1,0.0,1,1,1,0,0,1,1,1,0,100.0
8,2.0,2.0,3.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-118.44904718038072,33.958836852349016,1,1,0.0,1,1,1,1,1,1,1,1,1,83.0
2,1.0,1.0,1.0,1,80,0,1,0,1,0,0,0,0,0,0,0,1,1,-118.46013733884212,34.187114983041674,1,1,0.0,1,0,1,1,1,1,1,1,1,100.0
4,1.0,1.0,2.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-73.94221012645686,40.68039086151942,1,1,0.0,1,0,1,0,0,0,0,1,1,88.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-73.92210171171995,40.70859178056259,1,1,0.0,0,1,1,1,1,1,1,1,0,100.0
3,1.0,1.0,1.0,1,98,0,1,1,1,0,0,1,0,0,0,0,1,1,-73.94686114966628,40.83173564312838,1,1,0.0,1,1,1,0,0,0,1,1,1,92.0
2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,-118.30310751241991,34.09748113894611,0,0,0.0,0,1,1,1,1,0,0,1,1,80.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,0,-118.43836382742636,34.00268452582288,1,1,0.0,1,1,1,1,1,0,1,1,1,93.0
11,5.5,5.0,6.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.3429401857952,34.069382800393235,1,1,0.0,1,0,1,1,1,1,1,1,1,90.0
2,1.0,1.0,1.0,0,100,0,1,0,0,0,0,1,0,0,0,0,1,0,-118.46750265623322,33.99468119849389,0,0,0.0,0,1,1,0,0,1,1,1,1,94.0
2,1.0,0.0,2.0,1,100,1,0,0,1,0,0,0,0,0,0,1,1,1,-73.94660752273873,40.7759975781085,0,1,0.0,0,1,1,1,1,0,1,1,0,97.0
2,1.5,1.0,1.0,0,100,0,1,0,1,0,0,0,0,0,0,0,1,0,-73.98056931748926,40.67548668762356,1,0,0.0,1,1,1,0,0,1,0,1,0,100.0
6,1.0,2.0,3.0,0,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.4164705275968,34.020631094093,1,1,0.0,1,1,1,1,1,0,1,1,1,92.0
2,2.0,1.0,1.0,1,97,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93405296401099,40.756028872653545,1,1,0.0,1,1,1,0,0,0,1,1,0,94.0
2,1.0,0.0,1.0,0,100,1,0,1,0,0,0,1,0,0,0,0,1,1,-87.65521329830652,41.987712094773606,1,0,0.0,0,1,1,0,0,0,1,1,1,95.0
4,1.0,1.0,1.0,1,89,1,0,1,1,0,0,1,1,0,0,0,1,1,-118.31022701831904,34.163254808593784,1,1,0.0,1,1,1,1,1,1,1,1,1,97.0
4,1.0,2.0,3.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.98176637556114,40.72124804451993,1,1,0.0,1,1,1,0,0,1,0,1,1,89.0
6,2.0,2.0,3.0,1,100,1,0,0,0,0,0,1,1,0,0,0,1,1,-122.41047741520563,37.75527729714649,1,1,0.0,1,1,1,1,1,0,1,1,1,93.0
6,3.0,3.0,3.0,1,100,1,0,0,0,0,0,1,1,0,0,0,1,1,-122.393028881375,37.77516811350553,0,1,0.0,1,1,1,1,1,1,1,1,1,100.0
12,4.0,4.0,5.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-122.41637470630224,37.75080903850542,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
5,2.0,2.0,2.0,1,98,1,0,0,1,0,0,1,0,0,0,0,1,1,-77.03449172293138,38.89901528959413,1,1,0.0,1,1,1,1,1,0,1,1,1,100.0
2,1.0,1.0,1.0,1,100,1,0,0,0,0,0,1,0,0,0,0,1,0,-118.14129003429692,33.767079327765835,1,0,0.0,0,1,1,0,0,0,0,0,0,97.0
2,1.0,0.0,1.0,0,100,1,0,1,1,0,0,0,0,0,0,1,1,1,-73.97756689651536,40.77571247684042,1,1,0.0,1,1,1,1,1,1,1,1,1,97.0
4,1.0,1.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.99603534534843,40.74634583731972,0,0,0.0,0,0,0,0,0,0,0,1,1,89.0
5,1.0,1.0,3.0,1,100,1,0,1,1,0,0,1,1,0,0,0,1,1,-118.33785055231442,34.102911260465376,1,1,0.0,1,1,1,1,1,1,1,1,1,93.0
2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.95157257707595,40.67324071451653,0,1,0.0,0,1,0,1,1,0,1,1,1,100.0
6,2.0,1.0,6.0,1,100,0,0,0,0,0,0,0,0,0,0,0,1,1,-118.37450727564672,34.07742189048633,1,1,0.0,1,0,1,1,1,0,1,1,0,95.0
3,1.0,1.0,1.0,1,100,1,0,1,1,0,0,1,1,0,0,1,1,1,-87.66929845564532,41.85050537802958,1,1,0.0,1,1,1,1,1,1,1,1,1,92.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-87.62263293597847,41.81047042263006,1,1,0.0,1,1,1,1,1,0,1,1,1,91.0
5,1.5,2.0,3.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-118.3367992454617,34.057346452662,1,1,0.0,1,1,1,1,1,1,1,1,1,94.0
3,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.9945864216422,40.71488875442848,1,0,0.0,1,1,1,0,0,1,1,1,1,97.0
6,2.0,3.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-122.41780505037278,37.74181660371056,1,0,0.0,1,1,0,1,1,0,1,1,1,100.0
3,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,1,0,1,0,1,1,-118.10850709589072,34.159813170392646,1,0,0.0,1,1,1,1,1,1,1,1,1,98.0
1,2.0,1.0,1.0,1,100,0,0,1,1,0,0,0,0,0,0,0,1,1,-118.45959422383952,33.98791001363525,1,1,0.0,1,1,1,0,0,1,1,1,0,90.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-74.00471008458814,40.73331091408543,1,1,0.0,0,0,0,0,0,0,1,0,0,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-87.70540910886277,41.9572512838234,0,0,0.0,0,0,0,0,0,0,0,0,1,93.0
3,1.0,0.0,1.0,1,100,1,0,1,1,0,0,1,1,0,0,1,1,1,-87.6467350955538,41.95154679446324,1,1,0.0,1,1,1,1,1,0,1,1,1,98.0
2,1.0,1.0,1.0,0,100,0,1,1,0,0,0,0,0,1,0,0,0,0,-122.46195726461644,37.74094536716482,1,0,0.0,0,0,1,0,0,0,1,1,0,98.0
1,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.95514701496569,40.82171242895751,0,0,0.0,0,1,1,0,0,0,1,0,1,100.0
2,1.0,0.0,1.0,1,100,1,0,1,1,1,0,0,0,1,0,1,1,1,-71.0774881773436,42.34529647641143,0,0,0.0,1,0,1,1,1,0,1,1,1,87.0
4,1.0,1.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-122.41623662366892,37.78730024563382,1,1,0.0,1,1,1,1,1,0,1,1,0,100.0
5,2.0,2.0,3.0,1,95,1,0,0,1,0,0,1,0,0,0,0,1,1,-77.02705478943142,38.89894447730682,1,1,0.0,1,1,1,1,1,0,1,1,1,94.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,1,1,0,0,1,1,-73.7994881148422,40.59753572208829,1,0,0.0,1,0,1,0,0,1,1,1,1,92.0
16,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.24649425078628,34.0470174022986,1,1,0.0,1,1,1,1,1,0,1,1,1,100.0
6,1.0,2.0,2.0,1,100,1,0,1,0,0,0,1,0,0,1,0,1,1,-87.66073124920449,41.95285950614397,1,1,0.0,1,1,1,0,0,0,1,1,1,99.0
5,1.5,1.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.44889793759369,34.02343174161522,1,1,0.0,1,1,1,1,1,1,1,1,1,94.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.9590804415811,40.691986380094,0,0,0.0,0,0,0,1,1,0,1,1,1,100.0
2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.966341179995,40.63982423230564,0,0,0.0,0,0,0,1,1,1,1,1,1,80.0
2,1.0,1.0,1.0,0,100,0,0,0,0,0,0,1,1,0,0,0,1,1,-71.11231783776945,42.3068796497014,1,1,0.0,1,1,1,1,1,0,1,1,0,94.0
6,1.0,3.0,3.0,1,100,1,0,0,0,0,0,1,1,0,0,0,1,1,-118.19076624769932,33.84155854396057,0,1,0.0,0,1,1,1,1,1,1,1,1,100.0
2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-118.32936189551891,34.09965985520351,0,0,0.0,1,1,1,1,1,0,1,1,0,100.0
2,2.0,1.0,1.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-87.71813439691763,41.93912264251673,0,0,0.0,0,0,0,1,1,1,0,1,0,97.0
3,1.0,1.0,2.0,1,100,0,1,0,1,0,0,1,1,0,0,0,1,1,-73.81957234432699,40.75611129624625,1,1,0.0,1,1,1,1,0,1,1,1,1,93.0
2,1.0,1.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.98638521478428,40.73116917099341,0,0,0.0,0,1,0,0,0,1,1,1,0,95.0
1,1.0,1.0,1.0,1,93,0,1,0,1,0,0,0,0,0,0,0,1,1,-71.06696565712132,42.36007901060088,1,1,0.0,1,1,1,1,1,1,1,1,1,95.0
4,1.0,2.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-71.0740979929516,42.353558917388895,1,1,0.0,1,1,1,1,1,0,1,1,1,100.0
3,1.5,1.0,2.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,0,-73.93932430737806,40.81863213348721,0,0,0.0,0,0,0,0,0,1,0,1,0,100.0
4,1.0,2.0,2.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.98041180689948,40.73755062982589,0,0,0.0,0,0,1,0,0,0,1,1,1,100.0
2,1.0,0.0,1.0,0,100,1,0,0,0,0,0,1,0,0,0,0,1,1,-73.94316729943607,40.64895873137468,0,1,0.0,0,0,1,0,0,1,1,1,0,90.0
6,1.0,3.0,3.0,1,100,1,0,1,0,0,0,1,0,0,0,1,1,1,-122.42005941864043,37.76560849795132,1,1,0.0,1,1,1,1,1,0,1,1,1,96.0
3,1.0,1.0,1.0,1,100,1,0,1,1,0,0,1,1,0,0,1,1,1,-118.25041874014003,34.04597293476175,0,1,0.0,1,0,1,1,1,1,1,1,1,96.0
2,1.0,1.0,1.0,1,91,0,1,0,1,0,0,1,1,0,0,0,1,0,-117.99071494494578,34.001511306476736,1,1,0.0,0,1,1,1,1,0,1,1,0,84.0
5,1.0,2.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.99130592599096,40.661870605501775,1,1,0.0,1,1,1,0,0,0,1,1,1,98.0
1,1.0,1.0,1.0,0,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-122.45182451742042,37.77829913163252,1,1,0.0,0,0,1,0,0,1,1,1,1,99.0
10,2.5,3.0,5.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.97905683868281,40.74601517935029,1,1,0.0,1,1,1,1,1,1,1,1,1,84.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93876384728699,40.84674309342153,0,1,0.0,0,0,1,1,1,0,1,1,1,100.0
1,1.0,1.0,1.0,1,100,0,1,1,0,0,0,0,1,0,0,0,1,1,-122.46504449201778,37.71401013943392,1,1,0.0,0,0,1,0,0,0,0,0,0,96.0
4,1.0,1.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,-118.38144033402416,34.17970105480066,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
1,0.5,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-118.27238818380825,34.027765942741254,1,1,0.0,0,1,1,1,1,0,0,1,1,100.0
2,2.0,1.0,1.0,1,98,0,1,1,0,0,0,0,0,0,1,1,1,0,-118.28208440945632,34.03506542159338,0,0,0.0,0,0,0,0,0,0,1,0,1,98.0
6,3.0,2.0,4.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.9562442810562,40.80410940789722,1,1,0.0,1,0,0,1,1,0,1,1,1,92.0
3,1.0,1.0,2.0,1,100,0,1,0,0,0,0,1,0,0,0,0,1,1,-122.43748731709496,37.76971420309845,0,1,0.0,0,1,1,1,1,0,1,1,0,92.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-71.07520765770677,42.28445367185226,0,1,0.0,1,0,1,0,0,0,1,1,0,80.0
1,1.0,1.0,1.0,0,50,0,1,0,1,0,0,0,0,0,0,0,1,1,-77.02643886708918,38.967734932859656,0,0,0.0,0,0,0,1,1,0,0,1,0,100.0
2,1.0,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.44839630529457,33.99524875830328,0,0,0.0,0,0,0,1,1,1,0,1,1,93.0
2,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-73.98080863538061,40.7823015567591,0,1,0.0,1,1,0,0,0,0,1,0,1,98.0
2,1.0,1.0,1.0,1,100,0,1,1,1,0,0,1,0,0,0,0,1,1,-73.93969948546825,40.71923060526542,0,0,0.0,0,1,0,0,0,0,1,0,0,83.0
3,1.0,1.0,2.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.9442185105692,40.705700546163726,0,0,0.0,0,1,0,0,0,0,1,1,0,80.0
3,2.5,1.0,2.0,0,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-77.0115406252997,38.91358396748064,1,1,0.0,1,1,1,1,1,1,1,1,1,98.0
4,1.0,2.0,2.0,1,80,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.332767540784,34.09614208647786,1,1,0.0,1,1,1,1,1,1,0,1,1,100.0
2,1.0,1.0,2.0,1,71,0,1,0,1,0,0,0,1,0,0,0,1,1,-74.09798109988937,40.61792667512805,0,0,0.0,0,0,0,1,1,1,1,1,1,100.0
3,2.0,2.0,2.0,1,100,1,0,0,0,0,0,1,1,0,0,1,1,1,-118.4720147802715,34.03714406082647,1,1,0.0,1,1,1,1,1,0,1,1,1,97.0
2,1.0,1.0,1.0,1,100,1,0,1,1,0,0,1,0,0,0,1,1,0,-73.95729500315744,40.672277058346296,1,1,0.0,1,1,1,0,0,0,1,1,0,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-87.68720588958466,41.9131285499157,0,1,0.0,0,1,1,1,1,0,1,1,1,97.0
2,1.0,1.0,1.0,0,100,1,0,1,0,0,0,0,0,0,0,0,1,0,-73.99672760312363,40.691259639624526,0,0,0.0,0,0,0,0,0,0,1,0,1,95.0
2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,-77.07487200220595,38.915090824741256,1,0,0.0,1,0,0,1,1,0,1,1,1,100.0
4,1.0,2.0,2.0,1,100,1,0,0,0,0,0,1,0,0,0,1,1,1,-122.4422938271663,37.77882133558746,1,1,0.0,1,1,1,1,1,0,1,1,1,97.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,1,1,0,-74.00118152367227,40.63740816047967,1,0,0.0,1,1,1,0,0,0,1,1,0,96.0
4,1.0,2.0,2.0,1,100,1,0,1,0,0,0,1,1,0,1,0,1,1,-118.47924965755732,34.00998323741197,1,1,0.0,1,0,1,1,1,0,1,1,1,96.0
2,1.0,0.0,1.0,1,95,1,0,1,1,0,0,1,1,0,0,0,1,1,-118.34296446680275,34.10258128000609,1,0,0.0,1,1,1,1,1,0,1,1,1,92.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-118.64281217703504,34.05076812716274,1,1,0.0,1,1,1,1,1,0,1,1,1,100.0
2,1.0,1.0,1.0,1,94,0,1,1,1,0,0,0,0,0,0,0,1,1,-73.98811691328395,40.75862918742091,1,1,0.0,0,1,1,1,1,0,1,1,0,92.0
3,1.0,1.0,2.0,0,100,0,1,1,1,0,0,1,1,0,0,0,1,1,-118.09562877565509,34.07389954907231,1,0,0.0,1,1,1,0,1,1,1,1,1,81.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,1,1,0,0,1,1,-71.07923884196165,42.31633898628723,0,1,0.0,0,0,1,0,0,0,0,1,0,100.0
3,1.0,1.0,2.0,1,100,0,1,0,1,0,0,0,0,1,0,0,1,1,-73.98348885485227,40.72737039434527,1,1,0.0,1,1,1,0,0,0,1,1,1,94.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,0,1,0,0,1,1,-73.9379922555325,40.838378026945314,0,1,0.0,1,0,1,1,1,0,0,1,0,87.0
1,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,1,0,1,0,1,1,-118.440581172942,34.04726631875078,1,1,0.0,1,1,1,1,1,1,1,1,1,80.0
3,1.0,0.0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-73.83984612776806,40.715594775919534,0,0,0.0,0,1,0,1,1,0,1,1,1,87.0
2,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,0,-122.4345196276282,37.73368966938035,0,1,0.0,0,1,0,0,0,0,1,0,0,97.0
2,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.98242437010157,40.74194678240553,1,1,0.0,1,0,1,0,0,0,1,1,0,100.0
4,0.0,1.0,4.0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,-122.40611330109958,37.79891368534582,0,1,0.0,1,1,1,1,1,1,1,1,0,90.0
4,1.0,0.0,2.0,1,100,1,0,1,1,0,0,1,0,0,1,0,1,1,-74.00445749532778,40.73341223229146,1,1,0.0,1,1,1,0,0,0,1,1,1,100.0
2,2.0,1.0,1.0,0,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-76.9892157522806,38.863230247947634,0,0,0.0,0,0,0,1,1,0,1,1,0,90.0
5,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-73.99488237588221,40.738528786484615,1,1,0.0,1,1,1,0,0,0,1,1,1,97.0
2,1.0,1.0,1.0,1,90,1,0,0,0,0,0,0,0,0,0,0,1,1,-118.46842969467038,33.996171193404145,0,0,0.0,0,1,1,1,1,0,1,1,1,100.0
3,1.5,2.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.99471245616671,40.685342836279005,0,0,0.0,0,0,0,1,1,0,1,1,1,90.0
5,2.0,2.0,2.0,1,100,1,0,1,1,0,0,1,1,0,0,0,1,1,-87.68556249337324,41.873764237447,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
2,1.0,2.0,2.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-118.78870361992377,34.15300031821059,1,1,0.0,1,1,1,1,1,0,1,1,1,100.0
2,1.0,1.0,1.0,0,100,1,0,0,1,0,0,1,0,0,1,0,1,1,-71.06851876425742,42.34350701206952,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
4,1.0,2.0,3.0,1,100,1,0,1,0,0,0,1,1,0,1,1,1,1,-73.7873707581706,40.74266827570182,1,1,0.0,1,1,1,0,0,0,1,1,0,93.0
4,1.0,1.0,2.0,1,100,1,0,0,1,0,0,1,1,0,0,1,1,1,-118.31910744017932,34.09430340734724,1,0,0.0,0,1,1,1,1,0,1,1,1,90.0
2,1.0,1.0,1.0,1,100,0,1,1,0,1,1,1,1,0,0,0,1,1,-122.41683090864036,37.75495391671289,1,1,0.0,1,1,1,0,0,1,1,1,0,97.0
